Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
213029,ADVENTIST REHAB. HOSPT. OF MD,1/1/2021,12/31/2021,97
263301,ST. LOUIS CHILDRENS HOSPITAL,1/1/2021,12/31/2021,417
310064,ATLANTICARE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,540
310092,HELENE FULD MEDICAL CENTER,1/1/2021,12/31/2021,179
314012,HMH CARRIER CLINIC,1/1/2021,12/31/2021,224
314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITA,1/1/2021,12/31/2021,158
314022,SAINT BARNABAS BEHAVIORAL HEALTH CEN,1/1/2021,12/31/2021,40
344029,GOOD HOPE HOSPITAL INC,1/1/2021,12/31/2021,16
390041,UNIONTOWN HOSPITAL,1/1/2021,12/31/2021,145
390316,SURGICAL INSTITUTE OF READING,1/1/2021,12/31/2021,15
390323,ADVANCED SURGICAL HOSPITAL,1/1/2021,12/31/2021,14
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,1/1/2021,12/31/2021,25
400134,SAN JORGE CHILDRENS HOSPITAL INC.,1/1/2021,12/31/2021,
440144,VANDERBILT TULLAHOMA-HARTON HOSPITAL,7/1/2021,6/30/2021,74
443037,KNOXVILLE REHABILITATION HOSPITAL,7/23/2021,12/31/2021,57
450587,HENDRICK MEDICAL CENTER BROWNWOOD,10/27/2020,8/31/2021,65
452087,SSH - LONGVIEW  INC.,1/1/2021,12/31/2021,32
490143,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,1/1/2021,12/31/2021,40
510030,DAVIS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,110
30088,BANNER BAYWOOD MEDICAL CENTER,1/1/2021,12/31/2021,340
30105,BANNER HEART HOSPITAL,1/1/2021,12/31/2021,108
31318,BANNER PAYSON MEDICAL CENTER,1/1/2021,12/31/2021,25
51320,BANNER LASSEN MEDICAL CENTER,1/1/2021,12/31/2021,25
100236,HCA FL FAWCETT HOSPITAL,1/1/2021,12/31/2021,253
104063,THE WILLOUGH AT NAPLES,1/1/2021,12/31/2021,87
111330,POLK MEDICAL CENTER,7/1/2021,12/31/2021,25
150004,FRANCISCAN HEALTH HAMMOND,1/1/2021,12/31/2021,56
150048,REID HOSPITAL & HEALTH CARE SERVICES,1/1/2021,12/31/2021,231
150061,DAVIESS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,68
150090,FRANCISCAN HEALTH- DYER,1/1/2021,12/31/2021,142
150126,FRANCISCAN HEALTH CROWN POINT,1/1/2021,12/31/2021,192
151312,IU HEALTH WHITE HOSPITAL,1/1/2021,12/31/2021,25
151316,IU HEALTH FRANKFORT HOSPITAL,1/1/2021,12/31/2021,12
151320,IU HEALTH JAY HOSPITAL,1/1/2021,12/31/2021,21
151324,FRANCISCAN HEALTH RENSSELAER,1/1/2021,12/31/2021,25
170068,SOUTHWEST MEDICAL CENTER,1/1/2021,12/31/2021,71
170120,LABETTE COUNTY MEDICAL CENTER,1/1/2021,12/31/2021,56
190245,MONROE SURGICAL HOSPITAL,1/1/2021,12/31/2021,10
230096,STURGIS HOSPITAL  INC.,10/1/2020,9/30/2021,49
260110,SOUTHEASTHEALTH,1/1/2021,12/31/2021,245
260160,SOUTHEASTHEALTH CENTER OF STODDARD C,1/1/2021,12/31/2021,48
260162,BARNES JEWISH WEST COUNTY HOSPITAL,1/1/2021,12/31/2021,68
260193,ST MARYS MEDICAL CENTER,1/1/2021,12/31/2021,83
263304,SHRINERS HOSPITAL FOR CHILDREN,1/1/2021,12/31/2021,
280003,BRYAN MEDICAL CENTER,1/1/2021,12/31/2021,612
280061,REGIONAL WEST MEDICAL CENTER,1/1/2021,12/31/2021,158
280125,FAITH REGIONAL HEALTH SERVICES,1/1/2021,12/31/2021,129
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
350063,QUENTIN N BURDICK MEMORIAL HOSPITAL,10/1/2020,9/30/2021,27
452096,LAREDO SPECIALTY HOSPITAL,2/1/2021,1/31/2022,40
452121,CONTINUECARE HOSPITAL AT MEDICAL CEN,2/1/2021,1/31/2022,25
524017,NORTH CENTRAL HEALTH CARE FACILITIES,1/1/2021,12/31/2021,181
670078,BAPTIST EMERGENCY HOSPITAL,1/1/2021,12/31/2021,50
670116,WISE HEALTH SYSTEM - PARKWAY,1/1/2021,12/31/2021,36
30084,CHINLE COMPREHENSIVE CARE FACILITY,10/1/2020,9/30/2021,60
40147,ARKANSAS SURGICAL HOSPITAL,1/1/2021,12/31/2021,47
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARL,1/1/2021,12/31/2021,152
140034,SSM HEALTH ST. MARYS HOSPITAL,1/1/2021,12/31/2021,124
140046,SSM HEALTH GOOD SAMARITAN HOSPITAL,1/1/2021,12/31/2021,124
140294,CROSSROADS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,47
150015,FRANCISCAN HEALTH MICHIGAN CITY,1/1/2021,12/31/2021,113
150058,MEMORIAL HOSPITAL OF SOUTH BEND  INC,1/1/2021,12/31/2021,449
150183,MONROE  HOSPITAL,1/1/2021,12/31/2021,32
151322,PERRY COUNTY HOSPITAL,1/1/2021,12/31/2021,25
151333,PUTNAM COUNTY HOSPITAL,1/1/2021,12/31/2021,25
154055,BRENTWOOD SPRINGS,1/1/2021,12/31/2021,48
154059,SYCAMORE SPRINGS,1/1/2021,12/31/2021,48
170190,MANHATTAN SURGICAL HOSPITAL,1/1/2021,12/31/2021,13
231304,HELEN NEWBERRY JOY HOSPITAL,1/1/2021,12/31/2021,64
231313,HARBOR BEACH COMMUNITY HOSPITAL,1/1/2021,12/31/2021,45
231338,SPECTRUM HEALTH GERBER,1/1/2021,12/31/2021,25
233300,CHILDRENS HOSPITAL OF MICHIGAN,1/1/2021,12/31/2021,226
241366,MEEKER COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
261309,WRIGHT MEMORIAL HOSPITAL,1/1/2021,12/31/2021,21
261321,HEDRICK MEDICAL CENTER,1/1/2021,12/31/2021,25
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,1/1/2021,12/31/2021,35
280032,MARY LANNING MEMORIAL HOSPITAL ASSOC,1/1/2021,12/31/2021,132
310016,CHRIST HOSPITAL,1/1/2021,12/31/2021,163
310091,SALEM MEDICAL CENTER,1/1/2021,12/31/2021,126
321309,MIMBRES MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
370172,CHOCTAW NATION HEALTH CARE CENTER,10/1/2020,9/30/2021,43
370180,CHICKASAW NATION MEDICAL CENTER,10/1/2020,9/30/2021,72
380020,MCKENZIE-WILLAMETTE HOSPITAL,1/1/2021,12/31/2021,113
380071,WILLAMETTE VALLEY MEDICAL CENTER,1/1/2021,12/31/2021,60
400132,DOCTORS CENTER HOSPITAL CAROLINA,1/1/2021,12/31/2021,109
444007,ROLLING HILLS HOSPITAL,3/1/2021,2/28/2022,130
531305,PLATTE COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
30130,BANNER IRONWOOD MEDICAL CENTER,1/1/2021,12/31/2021,89
54075,ALVARADO PARKWAY INSTITUTE,1/1/2021,12/31/2021,66
230092,W.A. FOOTE MEMORIAL HOSPITAL,1/1/2021,12/31/2021,372
234011,KINGSWOOD HOSPITAL,1/1/2021,12/31/2021,136
250004,NORTH MISSISSIPPI MEDICAL CENTER,10/1/2020,9/30/2021,644
250020,WEBSTER HEALTH SERVICES,10/1/2020,9/30/2021,38
260138,SAINT LUKES HOSPITAL OF KANSAS CITY,1/1/2021,12/31/2021,521
260214,BELTON REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,71
280129,NEBRASKA ORTHOPAEDIC HOSPITAL LLC,1/1/2021,12/31/2021,24
331303,GARNET HEALTH MEDICAL CENTER - CATSK,1/1/2021,12/31/2021,15
374012,BROOKHAVEN MEADOWBROOK HOSPITAL,1/1/2021,12/31/2021,
452062,WARM SPRINGS SPECIALITY HOSPITAL,1/1/2021,12/31/2021,42
452094,VICTORIA WARM SPRINGS SPECIALTY HOSP,1/1/2021,12/31/2021,42
673075,COBALT REHAB HOSPITAL EL PASO,1/1/2021,12/31/2021,40
150051,IU HEALTH BLOOMINGTON HOSPITAL,1/1/2021,12/31/2021,270
330009,BRONXCARE HEALTH SYSTEM,1/1/2021,12/31/2021,558
330386,GARNET HEALTH MEDICAL CENTER - CATSK,1/1/2021,12/31/2021,151
450697,SOUTHWEST GENERAL HOSPITAL,10/1/2020,9/30/2021,233
14018,BEHAVIORAL HEALTH CENTERS,1/1/2021,12/31/2021,20
171300,GRISELL MEMORIAL HOSPITAL DIST #1,1/1/2021,12/31/2021,23
250002,TISHOMINGO HEALTH SERVICES,10/1/2020,9/30/2021,48
250067,CLAY COUNTY MEDICAL CORPORATION,10/1/2020,9/30/2021,49
444005,BEHAVORIAL HEALTHCARE CENTERS,1/1/2021,12/31/2021,16
444019,BEHAVIORAL HEALTHCARE CENTERS  LLC,1/1/2021,12/31/2021,26
444021,BEHAVORIAL HEALTH CENTERS,1/1/2021,12/31/2021,16
444024,BEHAVIORAL HEALTH CENTERS,1/1/2021,12/31/2021,17
494032,THE PAVILION AT WILLIAMSBURG PLACE,1/1/2021,12/31/2021,66
524001,MILWAUKEE CTY MENTAL HEALTH COMPLEX,1/1/2021,12/31/2021,120
330103,UPPER ALLEGHENY HEALTH SYSTEM,1/1/2021,12/31/2021,299
330126,GARNET HEALTH MEDICAL CENTER,1/1/2021,12/31/2021,383
374021,PARKSIDE HOSPITAL  INC.,1/1/2021,12/31/2021,120
14006,MOUNTAIN VIEW HOSPITAL,1/1/2021,12/31/2021,
30139,ARIZONA GENERAL HOSPITAL,1/1/2021,12/31/2021,50
50537,SUTTER DAVIS HOSPITAL,1/1/2021,12/31/2021,48
50557,MEMORIAL HOSPITAL MODESTO,1/1/2021,12/31/2021,403
50586,CHINO VALLEY MEDICAL CENTER,1/1/2021,12/31/2021,112
50588,SAN DIMAS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,101
50590,METHODIST HOSPITAL OF SACRAMENTO,1/1/2021,12/31/2021,329
50709,DESERT VALLEY HOSPITAL  INC.,1/1/2021,12/31/2021,148
50764,SHASTA REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,226
53308,HEALTHBRIDGE CHILDRENS HOSPITAL,4/1/2021,8/31/2021,
61311,SOUTHEAST COLORADO HOSPITAL,1/1/2021,12/31/2021,71
130074,IDAHO FALLS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,88
250038,MADISON RIVER OAKS MEDICAL CENTER,1/1/2021,12/31/2021,67
423300,SHRINERS HOSPITALS FOR CHILDREN,1/1/2021,12/31/2021,
450324,TEXOMA MEDICAL CENTER,1/1/2021,12/31/2021,414
461302,MOAB REGIONAL HOSPITAL,1/1/2021,12/31/2021,17
50313,SUTTER TRACY COMMUNITY HOSPITAL,1/1/2021,12/31/2021,77
251308,PONTOTOC HEALTH SERVICES,10/1/2020,9/30/2021,25
184014,FIRST HOSPITAL HOPKINSVILLE,1/1/2021,12/31/2021,97
194083,CYPRESS GROVE BEHAVIORAL HEALTH,1/1/2021,12/31/2021,60
254007,BRENTWOOD BEHAVIORAL HEALTHCARE,1/1/2021,12/31/2021,121
281357,SIDNEY REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,80
364065,GLENWOOD BEHAVIORAL HEALTH HOSPITAL,7/13/2021,12/31/2021,55
370243,SOUTHERN PLAINS MED CTR OF GARVIN CO,8/10/2021,12/31/2021,43
394057,MALVERN BEHAVIORAL,1/1/2021,12/31/2021,
30073,TUBA CITY REG HEALTH CARE CORP,10/1/2020,9/30/2021,73
30074,SELLS HOSPITAL,10/1/2020,9/30/2021,14
30077,SAN CARLOS APACHE HEALTHCARE CORP,10/1/2020,9/30/2021,12
30078,PHOENIX INDIAN MEDICAL CENTER,10/1/2020,9/30/2021,133
30147,BANNER OCOTILLO MEDICAL CENTER,1/1/2021,12/31/2021,94
60028,SAINT JOSEPH HOSPITAL,1/1/2021,12/31/2021,364
94001,ST. ELIZABETHS HOSPITAL,10/1/2020,9/30/2021,292
101303,LAKE BUTLER HOSPITAL,1/1/2021,12/31/2021,25
104074,PARK ROYAL HOSPITAL,1/1/2021,12/31/2021,114
152024,RH OF NORTHWEST INDIANA  LLC,2/1/2021,1/31/2022,61
224041,SOUTHCOAST BEHAVIORAL HEALTH,1/1/2021,12/31/2021,144
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,1/1/2021,12/31/2021,191
240206,RED LAKE INDIAN HOSPITAL,10/1/2020,9/30/2021,23
250127,CHOCTAW HEALTH CENTER,10/1/2020,9/30/2021,20
270074,BLACKFEET COMMUNITY HOSPITAL,10/1/2020,9/30/2021,26
310005,HUNTERDON MEDICAL CENTER,1/1/2021,12/31/2021,184
310111,CENTRASTATE MEDICAL CENTER,1/1/2021,12/31/2021,239
330304,WHITE PLAINS HOSPITAL,1/1/2021,12/31/2021,292
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,10/1/2020,9/30/2021,34
342018,SSH - DURHAM,2/1/2021,1/31/2022,30
370171,CHEROKEE NATION WW HASTINGS HOSPITAL,10/1/2020,9/30/2021,52
372009,SSH - OKLAHOMA CITY  INC.,2/1/2021,1/31/2022,72
374016,ROLLING HILLS HOSPITAL,1/1/2021,12/31/2021,108
381318,HOOD RIVER MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
392047,SSH - DANVILLE,2/1/2021,1/31/2022,30
430098,PINE RIDGE HOSPITAL,10/1/2020,9/30/2021,45
450085,GRAHAM REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,25
100289,CCF HOSPITAL - WESTON,1/1/2021,12/31/2021,230
150097,MAJOR HOSPITAL,1/1/2021,12/31/2021,46
261323,CEDAR COUNTY MEMORIAL HOSPITAL,2/1/2021,1/31/2022,25
394050,ROXBURY PSYCHIATRIC HOSPITAL,1/1/2021,12/31/2021,112
464014,PROVO CANYON HOSPITAL,1/1/2021,12/31/2021,80
501313,CASCADE MEDICAL CENTER,1/1/2021,12/31/2021,9
30089,BANNER THUNDERBIRD MEDICAL CENTER,1/1/2021,12/31/2021,595
34022,ACADIA SONORA BEHAVIORAL HOSPITAL,1/1/2021,12/31/2021,140
40134,ARKANSAS HEART HOSPITAL,10/1/2020,9/30/2021,112
151330,ADAMS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
162001,SSH - QUAD CITIES  INC.,2/1/2021,1/31/2022,50
220176,SAINT VINCENT HOSPITAL,2/1/2021,1/31/2022,268
230144,FOREST HEALTH MEDICAL CENTER  LLC,1/1/2021,12/31/2021,24
232012,SSH - FLINT  INC,2/1/2021,1/31/2022,26
392039,SSH - CENTRAL PA,2/1/2021,1/31/2022,92
504013,RAINIER SPRINGS,1/1/2021,12/31/2021,72
50192,ADVENTIST HEALTH REEDLEY,1/1/2021,12/31/2021,49
194022,LONGLEAF HOSPITAL,1/1/2021,12/31/2021,139
250025,MONROE HEALTH SERVICES  INC.,10/1/2020,9/30/2021,94
322004,ADVANCED CARE HOSPITAL OF SOUTHERN N,3/1/2021,2/28/2022,20
50298,BARSTOW COMMUNITY HOSPITAL,2/1/2021,1/31/2022,30
54111,CANYON RIDGE HOSPITAL,2/1/2021,1/31/2022,157
110113,BURKE MEDICAL CENTER,6/1/2021,6/21/2021,
262015,LANDMARK HOSPITAL OF CAPE GIRARDEAU,1/1/2021,12/31/2021,30
262016,LANDMARK HOSPITAL OF JOPLIN  LLC,1/1/2021,12/31/2021,30
262020,LANDMARK HOSPITAL OF COLUMBIA  LLC,1/1/2021,12/31/2021,23
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,2/1/2021,1/31/2022,718
361331,FAYETTE COUNTY MEMORIAL HOSP,5/2/2021,12/31/2021,25
393309,SHRINERS HOSPITAL FOR CHILDREN - PHI,1/1/2021,12/31/2021,
451382,COMANCHE COUNTY MEDICAL CENTER,1/1/2021,12/31/2021,25
24001,NORTH STAR HOSPITAL T18,1/1/2021,12/31/2021,140
50104,ST. FRANCIS MEDICAL CENTER,1/1/2021,12/31/2021,384
50512,KFH - FREMONT,1/1/2021,12/31/2021,100
140127,CARLE  BROMENN MEDICAL CENTER,1/1/2021,12/31/2021,221
184017,RIVENDELL BEHAVIORAL HEALTH SRVCS KY,1/1/2021,12/31/2021,125
193301,SHRINERS HOSPITAL FOR CHILDREN,1/1/2021,12/31/2021,
30012,YAVAPAI REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,213
54032,ALHAMBRA,2/1/2021,1/31/2022,115
184008,TEN BROECK HOSPITAL - KMI,1/1/2021,12/31/2021,96
263033,LANDMARK REHABILITATION HOSPITAL OF,1/1/2021,12/31/2021,16
290019,CARSON TAHOE REGIONAL HEALTHCARE,1/1/2021,12/31/2021,211
460030,ASHLEY REGIONAL MEDICAL CENTER,2/1/2021,1/31/2022,39
500072,OLYMPIC MEDICAL CENTER,1/1/2021,12/31/2021,78
62017,NORTHERN COLORADO LONG TERM ACUTE HO,3/1/2021,2/28/2022,20
224044,AURORA WESTBOROUGH BHS,1/1/2021,12/31/2021,120
340109,SENTARA ALBEMARLE REGL MED CTR LLC,1/1/2021,12/31/2021,98
453311,SHRINERS HOSP FOR CHILDREN GALVESTON,1/1/2021,12/31/2021,
464012,MARIAN CENTER,1/1/2021,12/31/2021,12
490004,SENTARA RMH MEDICAL CENTER,1/1/2021,12/31/2021,238
490007,SENTARA NORFOLK GENERAL HOSPITAL,1/1/2021,12/31/2021,528
490044,SENTARA OBICI HOSPITAL,1/1/2021,12/31/2021,199
490046,SENTARA LEIGH HOSPITAL,1/1/2021,12/31/2021,274
490057,SENTARA VA. BEACH GENERAL HOSPITAL,1/1/2021,12/31/2021,271
490066,SENTARA WILLIAMSBURG REGIONAL MEDICA,1/1/2021,12/31/2021,22
490093,SENTARA CAREPLEX HOSPITAL,1/1/2021,12/31/2021,169
490113,SENTARA NORTHERN VIRGINIA MED CTR,1/1/2021,12/31/2021,147
490119,SENTARA PRINCESS ANNE HOSPITAL,1/1/2021,12/31/2021,174
260081,SSM HEALTH ST CLARE HOSPITAL,1/1/2021,12/31/2021,180
260104,SSM HEALTH DEPAUL HOSPITAL,1/1/2021,12/31/2021,497
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,4/1/2021,3/31/2022,42
260200,SSM HEALTH ST. JOSEPH HOSPITAL - LSL,1/1/2021,12/31/2021,199
330027,NASSAU UNIVERSITY MEDICAL CENTER,1/1/2021,12/31/2021,1049
670054,FOUNDATION SURGICAL OF SAN ANTONIO,1/1/2021,12/31/2021,20
670314,ST MICHAELS MEDICAL HOSPITAL LLC,8/12/2021,12/31/2021,
290042,THI OF NEVADA AT LAS VEGAS I,1/1/2021,12/31/2021,
490050,VIRGINIA HOSPITAL CENTER ARLINGTON,1/1/2021,12/31/2021,433
520088,ST. AGNES HOSPITAL,1/1/2021,12/31/2021,120
670136,BSW MEDICAL CENTER - AUSTIN,1/1/2021,12/31/2021,25
670285,KINGWOOD EMERGENCY HOSPITAL,11/16/2020,12/31/2021,6
30071,FORT DEFIANCE INDIAN HOSPITAL,10/1/2020,9/30/2021,56
140077,TOUCHETTE REGIONAL HOSPITAL,1/1/2021,12/31/2021,137
361991,GLENMONT,1/1/2021,12/31/2021,
363036,UNIVERSITY HOSPITALS REHAB HOSPITAL,1/1/2021,12/31/2021,50
363043,ENCOMPASS HEALTH REHABIITATION HOSPI,4/1/2021,3/31/2022,40
380040,ST. CHARLES MED CTR-REDMOND,1/1/2021,2/14/2022,36
410004,ROGER WILLIAMS MEDICAL CENTER,1/1/2021,12/31/2021,160
410005,OUR LADY OF FATIMA HOSPITAL,1/1/2021,12/31/2021,312
450860,MEMORIAL HERMANN FIRST COLONY,1/1/2021,12/31/2021,6
521321,RIPON MEDICAL CENTER,1/1/2021,12/31/2021,15
154041,BHC MEADOWS HOSPITAL,1/1/2021,12/31/2021,78
370192,NORTHWEST SURGICAL HOSPITAL,1/1/2021,12/31/2021,9
501311,EAST ADAMS RURAL HOSPITAL,1/1/2021,12/31/2021,12
244018,SANFORD BEHAVIORAL HEALTH,1/1/2021,12/31/2021,16
320058,MESCALERO INDIAN HOSPITAL,10/1/2020,9/30/2021,6
453309,HEALTHBRIDGE CHILDRENS HOSPITAL OF,1/1/2021,12/31/2021,
454128,WELLBRIDGE HEALTHCARE FORT WORTH,1/1/2021,12/31/2021,48
670134,LUMBERTON HOSPITAL LLC,1/1/2021,12/31/2021,4
30065,BANNER DESERT MEDICAL CENTER,1/1/2021,12/31/2021,629
30115,BANNER ESTRELLA MEDICAL CENTER,1/1/2021,12/31/2021,317
171341,HIAWATHA COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,1/1/2021,12/31/2021,406
400109,HOSPITAL HIMA SAN PABLO BAYAMON,1/1/2021,12/31/2021,424
404007,HOSPITAL PSIQUIATRICO CABO ROJO,1/1/2021,12/31/2021,39
450271,DECATUR COMMUNITY HOSPITAL,1/1/2021,12/31/2021,116
521327,WAUPUN MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
670071,TEXAS HEALTH HEART & VASCULAR HOSP,1/1/2021,12/31/2021,47
30016,BANNER CASA GRANDE MEDICAL CENTER,1/1/2021,12/31/2021,141
140012,KATHERINE SHAW BETHEA HOSPITAL,1/1/2021,12/31/2021,80
140181,SOUTH SHORE HOSPITAL CORPORATION,1/1/2021,12/31/2021,137
140251,COMMUNITY FIRST MEDICAL CENTER,1/1/2021,12/31/2021,279
143302,SHRINERS HOSPITALS FOR CHILDREN,1/1/2021,12/31/2021,
154005,RIVER BEND HOSPITAL,1/1/2021,12/31/2021,16
194116,LOUISIANA BEHAVIORAL HEALTH,2/19/2021,12/31/2021,48
241300,MAHNOMEN HEALTH CENTER,1/1/2021,12/31/2021,42
241365,SWIFT COUNTY - BENSON,1/1/2021,12/31/2021,18
290058,DIGINTY HEALTH ST ROSE DOMINICAN,1/1/2021,12/31/2021,32
330019,NY COMMUNITY HOSPITAL OF BROOKLYN,1/1/2021,12/31/2021,134
330086,THE MOUNT VERNON HOSPITAL,1/1/2021,12/31/2021,85
330104,MONTEFIORE NYACK HOSPITAL,1/1/2021,12/31/2021,251
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,1/1/2021,12/31/2021,291
330264,ST. LUKES CORNWALL HOSPITAL,1/1/2021,12/31/2021,193
331307,CLIFTON-FINE HOSPITAL,1/1/2021,12/31/2021,20
450578,HEMPHILL COUNTY HOSPITAL,10/1/2020,9/30/2021,17
500005,VIRGINIA MASON MEDICAL CENTER,1/1/2021,12/31/2021,266
44019,SPRINGWOODS BEHAVIORAL,1/1/2021,12/31/2021,80
143029,ANDERSON REHABILITATION HOSPITAL,8/22/2021,12/31/2021,34
144029,THE PAVILION FOUNDATION,1/1/2021,12/31/2021,110
224038,WALDEN BEHAVIORAL CARE,1/1/2021,12/31/2021,51
244016,PRAIRIECARE,1/1/2021,12/31/2021,
281328,MERRICK MEDICAL CENTER,1/1/2021,12/31/2021,20
313027,ST. LAWRENCE REHABILITATION CENTER,1/1/2021,12/31/2021,116
330411,UNITY SPECIALITY HOSPITAL,3/2/2021,12/31/2021,33
521346,THEDACARE MEDICAL CENTER - SHAWANO,1/1/2021,12/31/2021,25
191324,OCHSNER BAYOU  LLC,1/1/2021,12/31/2021,35
330111,BERTRAND CHAFFEE HOSPITAL,1/1/2021,12/31/2021,103
30002,BANNER UNIVERSITY MEDICAL CENTER PHX,1/1/2021,12/31/2021,662
40085,HELENA REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,127
61312,ESTES PARK MEDICAL CENTER,1/1/2021,12/31/2021,91
61327,SOUTHWEST MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
140158,INSIGHTS HOSPITAL AND MEDICAL CENTER,6/1/2021,12/31/2021,91
164006,EAGLE VIEW BEHAVIORAL HEALTH,1/1/2021,12/31/2021,72
190266,THE SPINE HOSPITAL OF LOUISIANA,1/1/2021,12/31/2021,23
251316,H.C. WATKINS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
251322,LAIRD HOSPITAL,1/1/2021,12/31/2021,25
251323,SCOTT REGIONAL HOSPITAL,1/1/2021,12/31/2021,25
252004,THE SPECIALTY HOSPITAL OF MERIDIAN,1/1/2021,12/31/2021,49
320091,THREE CROSSES REGIONAL HOSPITAL,12/9/2020,12/31/2021,46
450877,EAST EL PASO PHYS. MED. CENTER. LLC,1/1/2021,12/31/2021,40
670090,CRESCENT MEDICAL CENTER LANCASTER,1/1/2021,12/31/2021,84
11304,CHOCTAW GENERAL HOSPITAL,1/1/2021,12/31/2021,25
50849,MWN COMMUNITY HOSPITAL,3/19/2021,12/31/2021,40
51334,OJAI VALLEY COMMUNITY HOSPITAL,1/1/2021,12/31/2021,100
54154,SAN JOSE BEHAVIORAL HEALTH,1/1/2021,12/31/2021,80
102020,SSH -TALLAHASSEE  INC.,3/1/2021,2/28/2022,48
252007,SSH - JACKSON INC,3/1/2021,2/28/2022,53
291309,BOULDER CITY HOSPITAL,1/1/2021,12/31/2021,82
314001,SUMMIT OAKS HOSPITAL,3/1/2021,2/28/2022,124
351326,FIRST CARE HEALTH CENTER,1/1/2021,12/31/2021,14
390180,CROZER CHESTER MEDICAL CENTER,1/1/2021,12/31/2021,420
390307,EDGEWOOD SURGICAL HOSPITAL,1/1/2021,12/31/2021,10
432002,SSH - SIOUX FALLS  INC,3/1/2021,2/28/2022,24
450694,EL CAMPO MEMORIAL HOSPITAL,1/1/2021,12/31/2021,26
451389,PECOS COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,25
452111,ATRIUM MEDICAL CENTER,12/1/2020,11/30/2021,18
30111,BANNER UNIVERSITY MED CENTER SOUTH,1/1/2021,12/31/2021,162
111312,SCREVEN COUNTY HOSPITAL,1/1/2021,12/31/2021,25
111323,TATTNALL HOSPITAL COMPANY  LLC,1/1/2021,12/31/2021,25
111336,MOUNTAIN LAKES MEDICAL CENTER,1/1/2021,12/31/2021,25
230208,CARSON CITY HOSPITAL,1/1/2021,12/31/2021,48
231327,SPARROW EATON,1/1/2021,12/31/2021,25
362038,ADVANCED SPECIALTY HOSP. OF TOLEDO,3/1/2021,2/28/2022,40
370201,SURGICAL HOSPITAL OF OKLAHOMA,1/1/2021,12/31/2021,12
451332,PALACIOS COMMUNITY MEDICAL CENTER,1/1/2021,12/31/2021,17
451356,MEMORIAL MEDICAL CENTER,1/1/2021,12/31/2021,25
454101,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI,1/1/2021,12/31/2021,20
670102,AD HOSPITAL EAST LLC,1/1/2021,12/31/2021,54
34038,PHOENIX MEDICAL PSYCHIATRIC HOSPITAL,12/2/2020,12/31/2021,96
190255,PARK PLACE SURGERY CENTER,1/1/2021,12/31/2021,10
192028,RIVERBRIDGE SPECIALTY HOSPITAL,1/1/2021,12/31/2021,40
320038,REHOBOTH MCKINLEY CHRISTIAN HOSPITAL,1/1/2021,12/31/2021,53
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,1303
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,145
500007,ISLAND HOSPITAL,1/1/2021,12/31/2021,43
520087,GUNDERSEN LUTHERAN MEDICAL CENTER  I,1/1/2021,12/31/2021,297
670260,TEXAS HEALTH HOSPITAL FRISCO,1/1/2021,12/31/2021,61
103039,BROOKS REHABILITATION,1/1/2021,12/31/2021,160
191307,DEQUINCY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,29
191320,BIENVILLE MEDICAL CENTER,1/1/2021,12/31/2021,21
